,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,1.0,1.0,2.392526484185153,1.2175674758465864
JN.2,1.0,1.0,1.0,2.1604387368209608,1.2232929357372861
JN.3,1.0,1.0,1.0,2.1604387368209608,1.2232929357372861
KP.3,2.392526484185153,2.1604387368209608,2.1604387368209608,1.0,1.9174293019360595
XBB.1.5,1.2175674758465864,1.2232929357372861,1.2232929357372861,1.9174293019360595,1.0
