,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,17.701006189269453,17.701006189269453,21.600504975339884,2765.140256160002
JN.2,17.701006189269453,1.0,1.0,33.886794478828406,3059.5451834185674
JN.3,17.701006189269453,1.0,1.0,33.886794478828406,3059.5451834185674
KP.3,21.600504975339884,33.886794478828406,33.886794478828406,1.0,2843.0340556226693
XBB.1.5,2765.140256160002,3059.5451834185674,3059.5451834185674,2843.0340556226693,1.0
