,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,3.355471475551415,3.355471475551415,13.031690922856548,34.096451313325666
JN.2,3.355471475551415,1.0,1.0,12.481649798654852,33.732420661933766
JN.3,3.355471475551415,1.0,1.0,12.481649798654852,33.732420661933766
KP.3,13.031690922856548,12.481649798654852,12.481649798654852,1.0,36.30877586240259
XBB.1.5,34.096451313325666,33.732420661933766,33.732420661933766,36.30877586240259,1.0
