,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,1.3098377169316575,1.3098377169316575,47.00141289469459,1.5231861387135655
JN.2,1.3098377169316575,1.0,1.0,34.153768321086034,1.461989849634312
JN.3,1.3098377169316575,1.0,1.0,34.153768321086034,1.461989849634312
KP.3,47.00141289469459,34.153768321086034,34.153768321086034,1.0,17.89835080653955
XBB.1.5,1.5231861387135655,1.461989849634312,1.461989849634312,17.89835080653955,1.0
