,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,2.5792149188248548,2.5792149188248548,7.134400261616729,106.02174066513821
JN.2,2.5792149188248548,1.0,1.0,7.7233354330732125,105.83520593950584
JN.3,2.5792149188248548,1.0,1.0,7.7233354330732125,105.83520593950584
KP.3,7.134400261616729,7.7233354330732125,7.7233354330732125,1.0,112.6354421788975
XBB.1.5,106.02174066513821,105.83520593950584,105.83520593950584,112.6354421788975,1.0
