,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,15.581071642657065,15.581071642657065,25.943795628115616,512.7636432785185
JN.2,15.581071642657065,1.0,1.0,32.62523969603057,507.605525656262
JN.3,15.581071642657065,1.0,1.0,32.62523969603057,507.605525656262
KP.3,25.943795628115616,32.62523969603057,32.62523969603057,1.0,555.8345175628301
XBB.1.5,512.7636432785185,507.605525656262,507.605525656262,555.8345175628301,1.0
