,JN.1,JN.2,JN.3,KP.3,XBB.1.5
JN.1,1.0,1.0,1.0,1.0908882254209151,1.0697505489774923
JN.2,1.0,1.0,1.0,1.0908882254209151,1.0714943127019296
JN.3,1.0,1.0,1.0,1.0908882254209151,1.0714943127019296
KP.3,1.0908882254209151,1.0908882254209151,1.0908882254209151,1.0,1.0959794520316117
XBB.1.5,1.0697505489774923,1.0714943127019296,1.0714943127019296,1.0959794520316117,1.0
